Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Under 1 year,"10,000 or more employees",1-2,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,2,4
35-39,Woman,Tunisia,Professional degree,Other,10-20 years,Under 1 year,50-249 employees,0,"5,000-7,499",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,2,1,3
18-21,Man,India,Bachelor’s degree,Student,5-10 years,1-2 years,,,,,"Local development environments (RStudio, JupyterLab, etc.)",6,3,3,4
18-21,Man,Indonesia,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,,5,1,1,0
25-29,Prefer to self-describe,India,Master’s degree,Other,3-5 years,1-2 years,0-49 employees,5-9,"4,000-4,999",$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",3,2,2,2
30-34,Man,United States of America,Doctoral degree,Student,1-2 years,,,,,,,2,0,0,0
22-24,Woman,India,Master’s degree,Student,1-2 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",2,4,3,3
55-59,Man,Spain,Bachelor’s degree,Research Scientist,20+ years,Under 1 year,250-999 employees,1-2,"40,000-49,999","$10,000-$99,999","Advanced statistical software (SPSS, SAS, etc.)",3,2,1,1
22-24,Woman,India,Professional degree,Currently not employed,< 1 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,1,2
30-34,Man,United States of America,Master’s degree,Currently not employed,< 1 years,Under 1 year,,,,,,2,5,2,0
25-29,Woman,China,Master’s degree,Machine Learning Engineer,3-5 years,,,,,,,5,1,0,0
35-39,Man,India,,,,,,,,,,0,0,0,0
22-24,Man,Japan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,1,1
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Currently not employed,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
18-21,Man,India,Bachelor’s degree,Student,5-10 years,I do not use machine learning methods,,,,,"Local development environments (RStudio, JupyterLab, etc.)",6,1,0,0
25-29,Man,India,Master’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,3,4,7
22-24,Woman,India,Master’s degree,Student,1-2 years,,,,,,,5,0,0,0
35-39,Man,Brazil,Master’s degree,Product/Project Manager,5-10 years,1-2 years,"1000-9,999 employees",1-2,"2,000-2,999","$10,000-$99,999","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,4,5,4
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,Under 1 year,"10,000 or more employees",15-19,"60,000-69,999",$1-$99,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",4,3,1,1
30-34,Man,Turkey,Master’s degree,Student,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
18-21,Man,India,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,3,4,3
22-24,Man,Japan,Bachelor’s degree,Software Engineer,5-10 years,1-2 years,"1000-9,999 employees",0,"3,000-3,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,2,1,4
35-39,Man,India,Doctoral degree,Student,5-10 years,,,,,,,3,0,0,0
22-24,Woman,Russia,Bachelor’s degree,Data Analyst,1-2 years,Under 1 year,250-999 employees,1-2,"7,500-9,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,2,2,3
40-44,Woman,India,Master’s degree,Currently not employed,10-20 years,1-2 years,,,,,"Local development environments (RStudio, JupyterLab, etc.)",4,1,1,2
25-29,Man,Other,Bachelor’s degree,Currently not employed,1-2 years,1-2 years,,,,,,2,3,3,3
18-21,Man,India,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,2,4,8
30-34,Man,United States of America,Doctoral degree,Other,10-20 years,1-2 years,"10,000 or more employees",20+,"200,000-249,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,3,1,2
25-29,Man,Canada,Doctoral degree,Student,< 1 years,Under 1 year,,,,,,2,2,1,0
35-39,Man,Japan,Bachelor’s degree,Other,< 1 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,1,1
18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,,0-49 employees,3-4,$0-999,$0 ($USD),,0,0,0,0
18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-2 years,Under 1 year,0-49 employees,0,"2,000-2,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,1,4,3
50-54,Man,Other,Doctoral degree,Machine Learning Engineer,20+ years,5-10 years,0-49 employees,3-4,"150,000-199,999","$10,000-$99,999","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1,2,2,5
18-21,Man,India,I prefer not to answer,Student,1-2 years,Under 1 year,,,,,,3,2,3,3
25-29,Woman,India,Master’s degree,Currently not employed,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
30-34,Man,China,Master’s degree,Machine Learning Engineer,1-2 years,2-3 years,0-49 employees,0,$0-999,$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,2,1
25-29,Man,Canada,Master’s degree,Data Analyst,< 1 years,Under 1 year,0-49 employees,1-2,,,,4,3,1,3
35-39,Prefer not to say,Indonesia,Bachelor’s degree,Other,< 1 years,Under 1 year,0-49 employees,3-4,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,2,2
30-34,Man,Brazil,Master’s degree,Data Scientist,< 1 years,,,,,,,2,0,0,0
35-39,Man,Turkey,Doctoral degree,Research Scientist,3-5 years,2-3 years,0-49 employees,1-2,"40,000-49,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,3,1,3
18-21,Man,Russia,,,,,,,,,,0,0,0,0
25-29,Man,Bangladesh,Doctoral degree,Student,5-10 years,4-5 years,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,3,4,6
70+,Man,United States of America,Doctoral degree,Statistician,20+ years,20 or more years,0-49 employees,1-2,"200,000-249,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,4,1,4
18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,1,1
35-39,Man,Romania,Bachelor’s degree,Data Scientist,3-5 years,3-4 years,0-49 employees,1-2,"15,000-19,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",3,3,6,4
25-29,Man,Japan,Master’s degree,,,,,,,,,0,0,0,0
22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,Under 1 year,50-249 employees,10-14,$0-999,$1-$99,,1,1,1,1
35-39,Man,Other,Doctoral degree,Research Scientist,1-2 years,Under 1 year,250-999 employees,1-2,"30,000-39,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,1,1
45-49,Man,Greece,Master’s degree,Business Analyst,20+ years,5-10 years,"1000-9,999 employees",10-14,"70,000-79,999",$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",3,4,3,3
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,2,1,1
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,1-2 years,"10,000 or more employees",20+,"25,000-29,999",$100-$999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5,3,4,7
30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,10-20 years,I do not use machine learning methods,50-249 employees,5-9,"30,000-39,999","$100,000 or more ($USD)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,0,0
22-24,Woman,Indonesia,Master’s degree,Student,1-2 years,I do not use machine learning methods,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,0,0
25-29,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years,Under 1 year,,,,,,2,2,4,0
50-54,Man,Japan,Bachelor’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,2,3,3
35-39,Woman,Chile,Master’s degree,Business Analyst,5-10 years,5-10 years,50-249 employees,1-2,"2,000-2,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,3,2,3
22-24,Man,India,Master’s degree,Student,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",2,1,1,2
18-21,Man,India,Bachelor’s degree,Student,< 1 years,Under 1 year,,,,,,6,1,4,0
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,4-5 years,"10,000 or more employees",20+,"200,000-249,999",$0 ($USD),"Advanced statistical software (SPSS, SAS, etc.)",3,1,3,4
70+,Prefer not to say,Other,I prefer not to answer,Software Engineer,I have never written code,,"10,000 or more employees",20+,,,,0,0,0,0
18-21,Man,Nigeria,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,1,2
40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-2 years,Under 1 year,"1000-9,999 employees",0,"50,000-59,999","$1000-$9,999","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,2,2,3
25-29,Man,India,Master’s degree,Student,< 1 years,I do not use machine learning methods,,,,,"Advanced statistical software (SPSS, SAS, etc.)",1,2,0,0
22-24,Man,India,Bachelor’s degree,Other,3-5 years,Under 1 year,"1000-9,999 employees",20+,"3,000-3,999",$1-$99,"Advanced statistical software (SPSS, SAS, etc.)",5,2,1,2
25-29,Man,South Africa,Master’s degree,Student,1-2 years,I do not use machine learning methods,,,,,,1,1,0,0
30-34,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",4,2,3,6
45-49,Man,Italy,Master’s degree,Data Analyst,5-10 years,4-5 years,250-999 employees,0,"40,000-49,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,3,4,3
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Statistician,I have never written code,,250-999 employees,5-9,"100,000-124,999",$0 ($USD),"Advanced statistical software (SPSS, SAS, etc.)",0,0,0,0
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,5-10 years,1-2 years,0-49 employees,0,"30,000-39,999",,,2,2,1,3
22-24,Man,Indonesia,Bachelor’s degree,Student,< 1 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,3,1,1
30-34,Man,Canada,Master’s degree,Data Scientist,5-10 years,4-5 years,"10,000 or more employees",5-9,"125,000-149,999",$100-$999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3,3,6,3
25-29,Woman,Pakistan,Master’s degree,Data Scientist,I have never written code,,0-49 employees,0,$0-999,$100-$999,,0,0,0,0
18-21,Man,India,I prefer not to answer,Other,3-5 years,I do not use machine learning methods,"10,000 or more employees",20+,$0-999,$0 ($USD),Other,2,1,0,0
30-34,Man,United States of America,Master’s degree,Data Scientist,10-20 years,10-20 years,"10,000 or more employees",1-2,"100,000-124,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,1,1,3
22-24,Man,United States of America,Master’s degree,Machine Learning Engineer,3-5 years,1-2 years,50-249 employees,3-4,"40,000-49,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",1,3,1,2
30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,5-10 years,0-49 employees,3-4,"150,000-199,999","$100,000 or more ($USD)","Local development environments (RStudio, JupyterLab, etc.)",3,3,5,2
25-29,Man,Canada,Bachelor’s degree,Data Analyst,5-10 years,1-2 years,50-249 employees,1-2,"30,000-39,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,2,1
60-69,Man,Japan,Bachelor’s degree,Other,3-5 years,I do not use machine learning methods,"10,000 or more employees",0,"100,000-124,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,0,0
25-29,Woman,India,Master’s degree,Product/Project Manager,I have never written code,,"10,000 or more employees",0,"1,000-1,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
18-21,Man,Russia,Bachelor’s degree,Student,< 1 years,Under 1 year,,,,,,1,4,5,4
35-39,Man,Other,Master’s degree,Other,< 1 years,Under 1 year,"1000-9,999 employees",20+,"7,500-9,999","$1000-$9,999",Other,2,1,1,3
35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,5-10 years,50-249 employees,10-14,"125,000-149,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",4,4,6,4
30-34,Man,India,Bachelor’s degree,DBA/Database Engineer,10-20 years,1-2 years,"10,000 or more employees",20+,"40,000-49,999","$100,000 or more ($USD)","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3,2,2,3
40-44,Man,Canada,Doctoral degree,Research Scientist,10-20 years,1-2 years,"1000-9,999 employees",1-2,"50,000-59,999",$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",3,3,1,2
25-29,Woman,United States of America,Bachelor’s degree,,,,,,,,,0,0,0,0
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-2 years,Under 1 year,0-49 employees,1-2,,,,2,3,1,2
25-29,Man,Other,Master’s degree,Data Analyst,1-2 years,1-2 years,"1000-9,999 employees",10-14,"15,000-19,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",3,2,4,1
35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,10-20 years,"10,000 or more employees",1-2,"125,000-149,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,2,3,3
30-34,Man,Other,Master’s degree,Other,1-2 years,I do not use machine learning methods,0-49 employees,0,$0-999,"$10,000-$99,999",,4,1,0,0
25-29,Woman,Japan,Master’s degree,Machine Learning Engineer,1-2 years,Under 1 year,250-999 employees,0,"30,000-39,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,3,4,5
45-49,Man,Poland,Professional degree,Data Scientist,10-20 years,10-20 years,"1000-9,999 employees",10-14,"30,000-39,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",5,2,4,3
18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,,,,,,,1,0,0,0
30-34,Man,Tunisia,,,,,,,,,,0,0,0,0
30-34,Man,India,Master’s degree,Other,1-2 years,I do not use machine learning methods,"1000-9,999 employees",5-9,"40,000-49,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,0,0
18-21,Man,India,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,3,4,5
18-21,Man,India,Master’s degree,Student,3-5 years,1-2 years,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,3,4,1
35-39,Man,Singapore,Bachelor’s degree,Software Engineer,10-20 years,I do not use machine learning methods,"1000-9,999 employees",1-2,"70,000-79,999",,,3,1,0,0
25-29,Man,United States of America,Master’s degree,Data Analyst,3-5 years,Under 1 year,250-999 employees,20+,"70,000-79,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,6,3,1
22-24,Man,India,Bachelor’s degree,DBA/Database Engineer,1-2 years,Under 1 year,"10,000 or more employees",20+,"5,000-7,499",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",6,1,1,1
18-21,Woman,India,Bachelor’s degree,Student,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
22-24,Man,Japan,Bachelor’s degree,Student,< 1 years,Under 1 year,,,,,,2,2,5,4
18-21,Man,Brazil,Bachelor’s degree,Student,5-10 years,4-5 years,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,1,3,5
18-21,Woman,Turkey,Bachelor’s degree,Student,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,2-3 years,"10,000 or more employees",20+,"10,000-14,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,2,5,5
30-34,Man,Belgium,Master’s degree,Data Analyst,1-2 years,Under 1 year,0-49 employees,1-2,"3,000-3,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,4,1,1
30-34,Man,India,Master’s degree,Other,,,,,,,,0,0,0,0
50-54,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years,1-2 years,250-999 employees,1-2,"100,000-124,999","$1000-$9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1,3,5,4
22-24,Man,Egypt,Bachelor’s degree,Student,< 1 years,,,,,,,1,0,0,0
50-54,Man,Australia,Bachelor’s degree,Software Engineer,20+ years,1-2 years,250-999 employees,0,"90,000-99,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",4,2,3,1
18-21,Man,India,Professional degree,Currently not employed,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
25-29,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,1-2 years,0-49 employees,1-2,$0-999,$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",2,1,1,3
30-34,Man,Russia,Doctoral degree,Research Scientist,3-5 years,1-2 years,50-249 employees,0,"25,000-29,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,1,3,2
